# CROND, RSYSLOGD, SESSION, SSHD, SU
8.292683362960815430e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.552373766899108887e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,8.058252930641174316e-01,1.544837951660156250e-01,9.038462042808532715e-01
8.780487775802612305e-01,4.615384936332702637e-01,7.961165308952331543e-01,1.548605859279632568e-01,8.846153616905212402e-01
8.414634466171264648e-01,0.000000000000000000e+00,8.058252930641174316e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.292683362960815430e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,9.038462042808532715e-01
8.170732259750366211e-01,0.000000000000000000e+00,8.349514603614807129e-01,1.548605859279632568e-01,9.807692170143127441e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,8.155339956283569336e-01,1.578749120235443115e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,8.058252930641174316e-01,1.544837951660156250e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,8.155339956283569336e-01,1.552373766899108887e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,9.038462042808532715e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.552373766899108887e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,9.230769276618957520e-01
8.048781156539916992e-01,0.000000000000000000e+00,8.058252930641174316e-01,1.544837951660156250e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.552373766899108887e-01,8.846153616905212402e-01
9.512194395065307617e-01,0.000000000000000000e+00,8.058252930641174316e-01,1.544837951660156250e-01,8.846153616905212402e-01
8.170732259750366211e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,9.615384936332702637e-01
8.780487775802612305e-01,4.615384936332702637e-01,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.414634466171264648e-01,0.000000000000000000e+00,8.058252930641174316e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.292683362960815430e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,9.038462042808532715e-01
8.170732259750366211e-01,0.000000000000000000e+00,8.155339956283569336e-01,1.541070044040679932e-01,9.230769276618957520e-01
8.048781156539916992e-01,0.000000000000000000e+00,8.058252930641174316e-01,1.544837951660156250e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
8.048781156539916992e-01,0.000000000000000000e+00,7.961165308952331543e-01,1.541070044040679932e-01,8.846153616905212402e-01
